id,user_id,item,category,price,state
185,363,45,Tools,15.39,successful
186,486,23,Clothing,57.28,successful
187,258,8,Industrial,92.04,successful
188,509,22,Sports,46.16,successful
189,568,52,Shoes,43.32,successful
190,5,22,Clothing,1.05,successful
191,411,42,Tools,72.35,failed
192,390,37,Tools,30.25,successful
193,534,70,Industrial,50.64,successful
194,474,98,Grocery,90.91,successful
195,222,44,Sports,20.34,successful
196,67,89,Games,2.25,failed
197,400,3,Electronics,34.4,successful
198,240,62,Automotive,65.03,successful
199,341,64,Movies,44.19,successful
200,300,84,Electronics,42.01,successful
201,440,92,Outdoors,88.98,successful
202,415,58,Shoes,31.31,successful
203,26,20,Books,10.34,successful
204,479,39,Movies,66.98,successful
205,339,3,Sports,19.79,successful
206,336,8,Toys,14.61,successful
207,457,19,Games,52.55,successful
208,79,64,Games,82.32,successful
209,92,90,Jewelery,76.67,successful
210,264,20,Beauty,29.02,successful
211,564,58,Grocery,1.42,successful
212,403,13,Tools,33.84,successful
213,10,53,Health,37.46,successful
214,314,19,Shoes,71.12,successful
215,434,49,Outdoors,95.47,successful
216,5,20,Automotive,20.07,successful
217,33,41,Games,15.45,successful
218,502,72,Kids,13.62,successful
219,376,52,Movies,11.93,successful
220,415,78,Toys,40.87,successful
221,463,58,Jewelery,19.91,successful
222,208,45,Health,17.79,successful
223,155,25,Jewelery,65.41,successful
224,451,73,Grocery,59.74,successful
225,248,97,Jewelery,74.4,successful
226,530,26,Clothing,77.58,successful
227,94,88,Kids,97.45,successful
228,213,11,Jewelery,11.02,successful
229,6,35,Beauty,56.06,successful
230,176,48,Tools,4.58,successful
231,318,6,Jewelery,91.11,successful
232,236,89,Garden,43.9,successful
233,273,31,Books,8.42,successful
234,276,44,Automotive,73.56,successful
235,285,27,Beauty,25.37,successful
236,481,9,Beauty,40.98,successful
237,544,82,Computers,13.33,successful
238,100,49,Clothing,10.79,successful
239,423,99,Music,86.14,successful
240,263,38,Beauty,63.32,successful
241,49,50,Sports,16.09,successful
242,211,84,Electronics,98.86,successful
243,355,21,Automotive,46.43,successful
244,324,23,Health,72.34,successful
245,71,23,Kids,9.47,successful
246,401,54,Tools,57.93,successful
247,537,16,Baby,24.81,successful
248,104,41,Movies,14.55,successful
249,52,66,Sports,35.31,successful
250,462,71,Beauty,24.56,successful
251,181,36,Toys,25.03,successful
252,355,4,Movies,87.81,successful
253,542,80,Industrial,21.12,successful
254,389,84,Shoes,54.91,successful
255,132,22,Health,8.2,successful
256,446,55,Games,75.22,successful
257,170,31,Movies,34.85,successful
258,151,16,Home,48.8,successful
259,141,6,Shoes,98.6,successful
260,284,89,Outdoors,52.13,successful
261,241,43,Home,71.19,successful
262,203,72,Beauty,81.03,successful
263,243,100,Toys,13.07,successful
264,154,83,Beauty,14.64,successful
265,64,56,Health,74.38,successful
266,433,82,Movies,92.34,successful
267,341,26,Kids,75.44,successful
268,397,4,Beauty,73.42,successful
269,252,46,Health,55.67,successful
270,403,36,Tools,82.94,failed
271,443,89,Grocery,3.22,successful
272,517,11,Books,7.42,successful
273,592,44,Automotive,96.8,successful
274,346,57,Outdoors,80.56,successful
275,193,47,Outdoors,99.15,successful
276,253,77,Toys,2.9,successful
277,15,93,Industrial,40.6,successful
278,529,87,Garden,66.36,successful
279,418,90,Books,28.94,successful
280,207,29,Movies,3.13,successful
281,525,8,Baby,49.6,successful
282,285,21,Kids,85.05,successful
283,599,36,Health,12.0,successful
284,178,77,Movies,12.36,successful
285,577,29,Kids,41.94,successful
286,192,79,Movies,24.25,successful
287,233,87,Beauty,95.67,successful
288,562,75,Grocery,5.33,successful
289,412,89,Electronics,13.2,successful
290,52,85,Jewelery,95.84,successful
291,110,42,Garden,72.31,successful
292,322,74,Sports,87.36,successful
293,278,96,Shoes,81.04,successful
294,22,37,Electronics,33.57,successful
295,314,7,Kids,67.02,successful
296,178,7,Grocery,69.02,successful
297,209,32,Shoes,80.81,successful
298,409,82,Automotive,34.05,successful
299,6,19,Games,7.62,failed
300,508,35,Music,97.8,successful
301,218,21,Kids,14.86,successful
302,214,11,Grocery,6.08,successful
303,453,66,Toys,2.51,successful
304,575,61,Beauty,16.83,successful
305,113,72,Grocery,57.42,successful
306,495,23,Movies,71.03,successful
307,246,45,Outdoors,63.34,successful
308,56,79,Games,18.27,successful
309,22,19,Beauty,38.83,successful
310,27,87,Outdoors,5.49,successful
311,248,46,Kids,18.74,successful
312,143,58,Health,59.03,successful
313,358,89,Industrial,33.66,successful
314,157,63,Beauty,48.93,successful
315,178,88,Clothing,84.71,successful
316,492,10,Shoes,64.72,successful
317,214,21,Toys,61.2,successful
318,265,10,Tools,69.32,successful
319,98,11,Home,11.38,successful
320,263,13,Garden,6.67,successful
321,364,34,Automotive,12.74,successful
322,93,73,Clothing,84.73,successful
323,378,48,Toys,88.03,successful
324,328,56,Grocery,7.51,successful
325,56,16,Outdoors,48.3,successful
326,28,3,Games,51.96,successful
327,293,55,Toys,25.23,successful
328,234,13,Books,29.95,successful
329,114,14,Home,45.14,successful
330,165,56,Shoes,79.43,successful
331,268,51,Kids,37.3,successful
332,50,79,Books,80.56,successful
333,216,78,Grocery,1.95,successful
334,510,31,Movies,90.4,successful
335,42,31,Grocery,67.97,successful
336,146,64,Jewelery,64.26,failed
337,466,69,Grocery,90.73,successful
338,20,29,Toys,59.37,successful
339,230,26,Games,19.28,successful
340,241,49,Music,77.82,successful
341,544,42,Tools,90.81,successful
342,480,96,Outdoors,13.99,successful
343,554,3,Health,88.31,successful
344,210,21,Electronics,44.98,successful
345,17,78,Home,68.9,successful
346,246,32,Electronics,39.87,successful
347,222,78,Tools,41.66,successful
348,387,69,Grocery,21.63,successful
349,264,100,Sports,36.52,successful
350,304,48,Industrial,99.93,successful
351,468,20,Home,20.71,successful
352,185,25,Outdoors,68.44,successful
353,82,91,Computers,17.55,successful
354,139,87,Garden,28.16,successful
355,472,68,Beauty,59.03,successful
356,372,51,Movies,11.1,successful
357,501,43,Toys,75.68,successful
358,338,50,Tools,88.29,successful
359,539,79,Outdoors,25.19,successful
360,485,57,Garden,35.21,successful
361,440,76,Jewelery,81.72,successful
362,340,9,Clothing,84.92,failed
363,83,62,Tools,38.44,successful
364,563,86,Jewelery,13.78,successful
365,392,62,Tools,77.82,successful
366,103,62,Industrial,86.53,successful
367,196,58,Beauty,82.7,successful
368,321,87,Industrial,52.94,successful
369,238,70,Books,68.74,successful
370,9,47,Kids,48.77,successful
371,209,3,Music,13.5,successful
372,79,38,Sports,90.94,successful
373,269,61,Automotive,61.13,successful
374,404,93,Automotive,58.58,successful
375,588,80,Industrial,6.0,successful
376,516,94,Garden,52.04,successful
377,540,33,Industrial,8.13,successful
378,449,1,Electronics,23.17,successful
379,113,31,Computers,48.8,successful
380,335,84,Computers,69.22,successful
381,426,6,Toys,74.43,successful
382,199,1,Jewelery,14.15,successful
383,282,44,Health,53.23,successful
384,281,7,Movies,93.04,successful
385,307,74,Garden,22.81,successful
386,425,34,Baby,55.72,successful
387,54,14,Sports,33.61,successful
388,345,67,Sports,8.3,failed
389,134,9,Kids,48.56,successful
390,261,100,Beauty,97.8,successful
391,377,31,Computers,14.85,successful
392,182,65,Industrial,68.14,successful
393,272,88,Games,41.17,successful
394,578,75,Toys,66.11,successful
395,422,51,Beauty,74.78,successful
396,2,58,Kids,82.85,successful
397,241,5,Industrial,12.72,successful
398,417,44,Computers,48.68,failed
399,308,42,Beauty,99.65,successful
400,26,81,Kids,38.52,successful
401,405,39,Computers,37.83,successful
402,565,91,Jewelery,15.73,successful
403,339,49,Books,93.62,successful
404,547,32,Shoes,43.69,failed
405,42,53,Books,85.0,successful
406,80,50,Electronics,16.99,successful
407,109,13,Electronics,99.67,successful
408,78,24,Games,44.06,successful
409,56,71,Music,89.82,successful
410,534,25,Clothing,12.63,successful
411,262,2,Beauty,34.73,failed
412,495,44,Industrial,13.05,successful
413,437,99,Games,20.01,successful
414,589,63,Industrial,81.56,successful
415,135,45,Books,30.37,successful
416,133,59,Toys,47.36,successful
417,594,79,Music,84.91,failed
418,573,73,Automotive,92.09,successful
419,299,46,Sports,42.07,failed
420,547,32,Beauty,14.99,successful
421,117,61,Music,54.5,successful
422,357,77,Kids,55.64,successful
423,109,64,Books,59.46,successful
424,396,16,Sports,82.06,successful
425,266,99,Industrial,93.65,successful
426,346,87,Outdoors,3.19,successful
427,246,15,Beauty,92.11,successful
428,178,63,Beauty,27.77,successful
429,246,45,Sports,87.13,successful
430,465,36,Movies,10.53,successful
431,291,55,Jewelery,8.1,successful
432,565,54,Tools,78.12,successful
433,19,80,Garden,92.0,successful
434,410,21,Music,98.4,successful
435,429,94,Sports,3.91,successful
436,535,70,Movies,61.63,successful
437,291,47,Garden,57.51,successful
438,98,68,Toys,18.91,failed
439,45,59,Health,13.43,successful
440,556,52,Games,70.6,successful
441,485,72,Music,33.2,successful
442,49,28,Health,39.91,successful
443,437,81,Computers,93.46,successful
444,111,81,Home,9.12,successful
445,534,27,Music,99.43,successful
446,175,28,Baby,84.13,successful
447,14,81,Tools,30.9,successful
448,519,31,Industrial,22.18,successful
449,546,29,Outdoors,19.69,successful
450,290,71,Clothing,19.68,successful
451,533,67,Electronics,20.04,successful
452,158,96,Garden,94.55,successful
453,441,67,Computers,10.59,successful
454,100,92,Sports,5.6,successful
455,526,66,Movies,68.62,successful
456,520,53,Tools,95.49,successful
457,293,33,Tools,32.18,successful
458,17,52,Shoes,21.87,successful
459,151,86,Computers,86.25,successful
460,263,89,Baby,42.12,successful
461,68,93,Grocery,59.24,successful
462,269,11,Books,39.83,successful
463,395,7,Shoes,31.42,successful
464,584,89,Jewelery,25.64,successful
465,88,35,Computers,32.9,successful
466,143,19,Shoes,89.3,successful
467,60,25,Health,19.25,successful
468,19,17,Books,61.17,successful
469,185,29,Movies,63.41,successful
470,134,77,Kids,65.2,successful
471,324,28,Beauty,24.26,failed
472,514,71,Games,54.08,successful
473,109,36,Jewelery,66.31,successful
474,3,35,Outdoors,81.63,successful
475,78,21,Clothing,96.4,successful
476,142,97,Baby,95.44,successful
477,331,49,Games,74.38,successful
478,397,34,Industrial,13.16,successful
479,89,98,Tools,63.48,successful
480,517,94,Clothing,22.3,successful
481,94,50,Toys,29.54,successful
482,209,24,Outdoors,44.4,successful
483,418,35,Garden,83.18,successful
484,267,40,Jewelery,36.97,successful
485,70,87,Jewelery,36.27,successful
486,243,16,Outdoors,45.96,successful
487,362,48,Shoes,80.91,successful
488,98,60,Jewelery,59.2,successful
489,363,58,Beauty,37.95,successful
490,516,80,Industrial,48.4,successful
491,46,86,Tools,7.89,successful
492,163,65,Health,43.47,successful
493,599,72,Automotive,21.89,successful
494,384,58,Shoes,51.41,successful
495,320,51,Baby,51.67,successful
496,327,34,Computers,46.7,successful
497,316,76,Electronics,35.35,successful
498,157,59,Garden,80.41,successful
499,429,32,Games,58.1,successful
500,352,91,Games,1.73,failed
501,16,73,Clothing,35.96,successful
502,334,38,Shoes,47.13,successful
503,221,75,Tools,23.77,successful
504,498,74,Grocery,15.04,successful
505,204,4,Beauty,75.12,successful
506,63,20,Jewelery,36.51,successful
507,499,22,Shoes,36.06,successful
508,375,93,Jewelery,76.78,successful
509,201,61,Sports,95.45,successful
510,531,91,Games,72.42,successful
511,257,11,Movies,87.61,successful
512,120,44,Music,15.23,successful
513,566,25,Automotive,67.76,successful
514,453,79,Books,47.41,successful
515,455,39,Computers,77.05,successful
516,95,7,Toys,38.59,successful
517,305,100,Sports,10.81,successful
518,387,43,Grocery,55.22,successful
519,549,76,Automotive,78.24,successful
520,350,25,Tools,93.38,successful
521,583,3,Electronics,91.36,successful
522,495,41,Clothing,55.72,successful
523,362,44,Kids,13.0,successful
524,387,34,Books,19.45,successful
525,74,87,Toys,84.52,successful
526,95,74,Movies,31.77,successful
527,276,71,Jewelery,86.43,successful
528,208,73,Outdoors,89.78,successful
529,73,64,Music,59.41,successful
530,533,50,Movies,10.85,successful
531,334,72,Baby,98.91,successful
532,20,49,Movies,7.66,successful
533,131,6,Shoes,3.36,successful
534,182,1,Baby,56.76,successful
535,376,66,Sports,73.67,successful
536,522,72,Books,2.35,successful
537,277,35,Clothing,36.54,successful
538,321,98,Jewelery,26.44,successful
539,337,1,Outdoors,45.65,successful
540,353,44,Electronics,51.16,successful
541,209,7,Kids,9.59,failed
542,257,49,Shoes,59.63,successful
543,151,7,Books,63.54,successful
544,275,93,Industrial,97.18,successful
545,244,28,Games,95.25,successful
546,491,76,Movies,84.38,successful
547,277,33,Sports,15.47,successful
548,474,24,Movies,99.61,successful
549,475,85,Tools,22.28,successful
550,359,57,Games,75.81,successful
551,335,37,Health,10.76,successful
552,139,44,Health,53.12,successful
553,284,8,Toys,92.46,successful
554,399,86,Tools,42.12,successful
555,236,95,Automotive,12.31,successful
556,352,5,Kids,7.63,successful
557,13,31,Automotive,39.01,successful
558,345,57,Home,99.36,successful
559,231,90,Movies,78.94,successful
560,160,3,Home,69.39,failed
561,266,21,Sports,51.43,successful
562,384,12,Home,91.55,successful
563,297,84,Music,63.05,successful
564,504,39,Sports,96.04,successful
565,282,11,Outdoors,6.88,successful
566,186,48,Tools,46.5,successful
567,315,97,Movies,30.14,successful
568,437,83,Beauty,27.69,successful
569,324,2,Tools,37.15,successful
570,184,72,Health,63.29,successful
571,175,68,Health,4.12,successful
572,557,76,Home,1.44,successful
573,458,40,Books,14.21,successful
574,363,54,Sports,2.56,successful
575,514,29,Books,70.88,successful
576,482,60,Jewelery,68.69,successful
577,165,35,Outdoors,34.98,successful
578,184,15,Shoes,4.31,successful
579,445,55,Baby,49.61,successful
580,116,55,Music,4.39,successful
581,19,98,Beauty,15.65,successful
582,177,4,Automotive,38.98,successful
583,175,72,Jewelery,7.18,successful
584,547,5,Electronics,61.95,successful
585,157,98,Clothing,6.89,successful
586,474,48,Toys,69.01,successful
587,586,95,Beauty,95.31,successful
588,205,32,Automotive,72.77,successful
589,361,99,Electronics,86.62,successful
590,390,6,Industrial,81.48,successful
591,198,5,Shoes,90.57,failed
592,322,44,Health,30.84,successful
593,565,6,Outdoors,86.19,successful
594,422,2,Books,90.04,successful
595,20,28,Automotive,82.54,successful
596,265,29,Tools,97.66,successful
597,267,65,Games,32.18,successful
598,305,91,Electronics,6.14,successful
599,583,17,Movies,18.82,successful
600,527,11,Outdoors,24.58,successful
601,307,99,Tools,19.43,successful
602,150,90,Beauty,98.89,successful
603,309,52,Computers,10.71,successful
604,15,89,Kids,3.72,successful
605,328,65,Industrial,14.17,successful
606,527,11,Clothing,69.29,successful
607,541,18,Garden,23.96,successful
608,302,84,Industrial,15.46,successful
609,303,56,Beauty,89.18,successful
610,296,100,Computers,57.8,successful
611,276,71,Beauty,24.12,successful
612,166,13,Shoes,39.0,successful
613,146,73,Toys,50.73,successful
614,63,89,Jewelery,55.26,successful
615,23,27,Baby,98.94,successful
616,370,81,Computers,36.44,successful
617,500,12,Shoes,13.44,successful
618,515,28,Automotive,85.87,successful
619,48,87,Garden,89.65,successful
620,344,79,Tools,8.57,successful
621,273,82,Outdoors,36.39,successful
622,50,55,Baby,93.59,successful
623,575,18,Baby,3.39,successful
624,554,60,Tools,52.37,successful
625,3,61,Computers,60.87,failed
626,488,56,Toys,55.82,successful
627,451,10,Garden,5.55,successful
628,102,84,Garden,10.88,successful
629,323,68,Beauty,98.6,successful
630,364,91,Sports,19.74,successful
631,320,7,Automotive,66.86,successful
632,462,68,Movies,9.71,successful
633,386,41,Sports,50.3,successful
634,494,66,Games,96.46,successful
635,495,85,Books,61.01,successful
636,382,87,Grocery,19.15,successful
637,243,27,Home,30.06,successful
638,370,3,Movies,36.24,successful
639,191,44,Kids,7.05,successful
640,207,1,Electronics,30.07,failed
641,424,21,Shoes,7.7,successful
642,593,68,Garden,20.56,successful
643,352,25,Books,8.43,successful
644,574,78,Health,50.17,successful
645,384,52,Garden,23.71,successful
646,46,72,Books,93.07,successful
647,333,40,Tools,68.79,successful
648,327,46,Home,27.55,successful
649,146,27,Tools,21.4,successful
650,426,52,Outdoors,68.03,successful
651,515,23,Music,16.71,successful
652,503,20,Games,95.06,successful
653,236,54,Tools,42.74,successful
654,180,5,Shoes,51.3,successful
655,464,14,Jewelery,77.41,successful
656,370,81,Jewelery,6.18,successful
657,424,41,Industrial,85.17,successful
658,360,49,Shoes,81.6,successful
659,223,36,Jewelery,25.71,successful
660,589,20,Tools,41.71,successful
661,561,32,Beauty,51.28,successful
662,62,85,Electronics,47.6,successful
663,405,81,Beauty,20.8,successful
664,24,18,Health,6.06,successful
665,479,74,Shoes,6.24,successful
666,241,51,Health,18.01,successful
667,216,91,Music,54.8,successful
668,326,59,Clothing,37.01,successful
669,53,79,Outdoors,88.23,successful
670,209,38,Home,85.87,successful
671,254,80,Beauty,92.07,successful
672,436,19,Games,7.69,successful
673,229,27,Computers,54.54,successful
674,270,7,Grocery,75.15,successful
675,85,8,Sports,59.21,successful
676,592,95,Beauty,2.04,successful
677,318,94,Shoes,3.98,successful
678,365,60,Computers,7.73,successful
679,31,61,Sports,57.87,successful
680,509,91,Outdoors,48.4,successful
681,544,18,Garden,79.42,successful
682,598,36,Music,29.64,successful
683,531,91,Health,8.7,successful
684,371,93,Movies,72.66,successful
685,37,35,Baby,16.08,successful
686,379,15,Shoes,98.44,successful
687,168,94,Computers,24.04,successful
688,172,53,Music,30.87,successful
689,231,33,Automotive,18.22,successful
690,495,40,Automotive,14.84,successful
691,104,87,Clothing,32.7,successful
692,580,37,Music,40.91,successful
693,278,42,Garden,99.88,successful
694,336,98,Beauty,38.63,successful
695,235,1,Tools,89.03,successful
696,285,56,Automotive,33.26,successful
697,102,70,Tools,50.27,successful
698,296,8,Outdoors,34.02,successful
699,435,77,Jewelery,4.31,successful
700,307,45,Shoes,29.86,successful
701,389,44,Automotive,51.07,successful
702,287,48,Baby,65.02,successful
703,483,52,Automotive,22.7,successful
704,138,70,Movies,57.27,successful
705,112,95,Tools,97.5,successful
706,517,76,Industrial,87.86,successful
707,513,87,Books,3.89,successful
708,418,42,Computers,53.53,successful
709,174,48,Automotive,34.77,successful
710,105,11,Computers,33.62,successful
711,9,77,Clothing,40.55,successful
712,531,32,Health,96.45,successful
713,311,35,Sports,51.62,successful
714,2,90,Clothing,68.38,successful
715,575,3,Toys,82.29,successful
716,199,65,Kids,43.74,successful
717,108,40,Health,88.07,successful
718,60,46,Kids,50.67,successful
719,307,74,Automotive,3.36,successful
720,103,33,Automotive,32.08,successful
721,591,64,Shoes,33.15,successful
722,497,62,Tools,77.87,successful
723,242,34,Clothing,89.19,successful
724,12,95,Tools,46.37,successful
725,528,37,Health,7.84,successful
726,326,52,Home,87.84,successful
727,224,7,Shoes,46.71,failed
728,201,52,Automotive,33.16,successful
729,536,34,Clothing,78.9,successful
730,468,12,Outdoors,16.53,successful
731,74,91,Movies,13.4,successful
732,82,85,Shoes,23.99,successful
733,23,65,Clothing,79.62,successful
734,79,59,Electronics,58.25,successful
735,432,90,Toys,49.22,successful
736,481,70,Automotive,17.03,successful
737,253,86,Movies,43.12,successful
738,134,23,Jewelery,41.23,successful
739,277,25,Clothing,99.25,successful
740,593,61,Kids,90.17,successful
741,279,12,Movies,26.38,successful
742,211,95,Computers,88.0,successful
743,462,10,Movies,40.45,successful
744,490,97,Movies,37.46,successful
745,462,58,Music,85.63,successful
746,366,53,Garden,72.25,successful
747,517,70,Computers,71.38,successful
748,335,5,Baby,80.9,successful
749,259,16,Electronics,3.26,successful
750,334,11,Tools,85.54,failed
751,182,94,Games,21.54,successful
752,493,7,Shoes,5.68,successful
753,189,70,Movies,60.67,successful
754,356,53,Sports,3.96,successful
755,120,95,Health,7.39,successful
756,433,93,Clothing,96.74,successful
757,189,79,Beauty,59.68,successful
758,132,88,Shoes,53.13,successful
759,119,68,Computers,96.19,successful
760,310,44,Shoes,96.14,successful
761,485,42,Grocery,62.72,successful
762,329,27,Tools,70.25,successful
763,226,56,Beauty,69.04,successful
764,162,60,Tools,75.59,successful
765,157,70,Garden,49.25,successful
766,385,64,Shoes,71.68,successful
767,54,79,Baby,36.31,successful
768,403,84,Baby,51.15,successful
769,227,89,Automotive,52.58,successful
770,448,82,Industrial,45.13,successful
771,426,60,Jewelery,88.87,successful
772,248,92,Industrial,97.09,successful
773,581,16,Baby,85.14,successful
774,107,23,Movies,46.1,successful
775,357,87,Health,12.1,successful
776,136,8,Electronics,46.38,successful
777,46,15,Sports,59.01,successful
778,497,9,Games,83.05,successful
779,201,79,Clothing,25.79,successful
780,65,51,Games,66.2,successful
781,396,52,Outdoors,94.41,successful
782,135,3,Outdoors,71.74,successful
783,50,42,Toys,31.51,successful
784,39,98,Kids,84.56,failed
785,397,3,Electronics,36.75,successful
786,23,7,Computers,21.45,successful
787,105,60,Movies,58.21,successful
788,455,61,Movies,4.97,successful
789,295,75,Kids,28.52,successful
790,324,65,Computers,5.22,successful
791,42,89,Clothing,62.95,successful
792,423,2,Health,92.58,successful
793,595,26,Garden,14.43,successful
794,50,53,Health,46.14,successful
795,73,54,Jewelery,97.85,failed
796,303,33,Books,35.42,successful
797,124,21,Kids,34.98,successful
798,430,27,Toys,62.4,successful
799,535,1,Sports,35.12,successful
800,473,72,Health,42.01,successful
801,13,44,Toys,27.34,successful
802,111,45,Electronics,41.43,successful
803,539,7,Movies,66.75,successful
804,139,65,Computers,95.18,successful
805,506,33,Movies,75.87,successful
806,445,26,Games,84.37,successful
